pub_date,text,sentiment,sentiment_score
2000-12-28 05:00:00+00:00,"Forms of artificial intelligence have been arriving incrementally for decades and now abound along a spectrum ranging from washing machines that can tell how dirty a load of clothes is to machines like IBM's chess-playing computer whose output is genuinely difficult, though not impossible, to distinguish from a human's; one reason for proliferation of machine intelligence in commercial world is the seeding of the computer industry with artificial-intelligence researchers who have moved beyond academia and taken jobs at high-tech companies; photos (M) JUST what constitutes artificial intelligence has always been a matter of some dispute. And the terms of the argument change with each new advance in computer science. Forms of artificial intelligence have been arriving incrementally for decades and now abound along a spectrum ranging from washing machines that can tell how dirty a load of clothes is to machines like IBM's chess-playing computer whose output is ... {'main': 'Still a Long Way From Checkmate', 'kicker': None, 'content_kicker': None, 'print_headline': 'Still a Long Way From Checkmate', 'name': None, 'seo': None, 'sub': None}",neutral,0.51158965
2001-01-01 05:00:00+00:00,"Artificial Intelligence Hasn't Peaked (Yet)  Artificial Intelligence Hasn't Peaked (Yet)  Artificial Intelligence Hasn't Peaked (Yet) {'main': 'Article 2001010191101464774 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 2001010191101464774 -- No Title', 'name': None, 'seo': None, 'sub': None}",negative,0.5769089
2001-01-02 05:00:00+00:00,"Artificial Intelligence Hasn't Peaked (Yet)  Artificial Intelligence Hasn't Peaked (Yet)  Artificial Intelligence Hasn't Peaked (Yet) {'main': 'Article 2001010293425402041 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 2001010293425402041 -- No Title', 'name': None, 'seo': None, 'sub': None}",negative,0.57151026
2001-01-03 05:00:00+00:00,"Artificial Intelligence Hasn't Peaked (Yet)  Artificial Intelligence Hasn't Peaked (Yet)  Artificial Intelligence Hasn't Peaked (Yet) {'main': 'Article 2001010394071010655 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 2001010394071010655 -- No Title', 'name': None, 'seo': None, 'sub': None}",negative,0.5712115
2001-01-04 05:00:00+00:00,"Walter Davie letter, commenting on Dec 28 article on artificial intelligence, asks why no one has yet developed an AM/FM radio with presettable programming To the Editor: Walter Davie letter, commenting on Dec 28 article on artificial intelligence, asks why no one has yet developed an AM/FM radio with presettable programming {'main': ""Radios Aren't So Smart"", 'kicker': None, 'content_kicker': None, 'print_headline': ""Radios Aren't So Smart"", 'name': None, 'seo': None, 'sub': None}",negative,0.53921926
2001-01-06 05:00:00+00:00,"Devotees of artificial intelligence and space exploration welcome 21st century by measuring how well or poorly Sir Arthur C Clarke, author of book 2001: A Space Odyssey, predicted future; book contains description of man using computer-like machine to scan news of world, in passage written 25 years before Internet was household word; Clarke, who is now 83, comments on being bombarded with queries about his work; photo (M) ''What? Only three interview requests overnight? Has the world forgotten me already?'' Devotees of artificial intelligence and space exploration welcome 21st century by measuring how well or poorly Sir Arthur C Clarke, author of book 2001: A Space Odyssey, predicted future; book contains description of man using computer-like machin... {'main': ""Arthur Clarke The Visionary In the Real '01"", 'kicker': None, 'content_kicker': None, 'print_headline': ""Arthur Clarke The Visionary In the Real '01"", 'name': None, 'seo': None, 'sub': None}",neutral,0.6055994
2001-02-10 05:00:00+00:00,"Prof Herbert A Simon, Nobel Herbert A. Simon, an American polymath who won the Nobel in economics in 1978 with a new theory of decision making and who helped pioneer the idea that computers can exhibit artificial intelligence that mirrors human thinking, died yesterday. He was 84. Prof Herbert A Simon, Nobel {'main': 'Herbert A. Simon Dies at 84; Won a Nobel for Economics', 'kicker': None, 'content_kicker': None, 'print_headline': 'Herbert A. Simon Dies at 84; Won a Nobel for Economics', 'name': None, 'seo': None, 'sub': None}",neutral,0.65744394
2001-02-22 05:00:00+00:00,"Microsoft unveils free e-mail add-on called Outlook Mobile Manager, which automatically forwards urgent e-mail messages to wireless computers, pagers and cellular phones (S) Microsoft recently took the wraps off a free Microsoft Outlook e-mail add-on called Outlook Mobile Manager, a program that automatically forwards urgent e-mail messages to any wireless gadget, like a Palm VII, a BlackBerry pager or a text-message-capable cell phone. Once you have taught the program which messages to forward, Mobile Manager uses artificial intelligence to decide which future messages are worth sending on to you. The program is available in prototype form at www.microsoft.com Microsoft unveils free e-mail add-on called Outlook Mobile Manager, which automatically forwards urgent e-mail messages to wireless computers, pagers and cellular phones (S) {'main': 'Microsoft Outlook Add-On For Wireless Keeps You Posted', 'kicker': 'NEWS WATCH', 'content_kicker': None, 'print_headline': 'NEWS WATCH; Microsoft Outlook Add-On For Wireless Keeps You Posted', 'name': None, 'seo': None, 'sub': None}",neutral,0.6336671
2001-05-12 05:00:00+00:00,"Dr Kenneth Mark Colby, psychiatrist known for his work with artificial intelligence, dies at 81; photo (M) Dr. Kenneth Mark Colby, a psychiatrist known for his work with artificial intelligence, died on April 20 at his home in Malibu, Calif. He was 81. Dr Kenneth Mark Colby, psychiatrist known for his work with artificial intelligence, dies at 81; photo (M) {'main': 'Kenneth Colby, 81, Psychiatrist Expert in Artificial Intelligence', 'kicker': None, 'content_kicker': None, 'print_headline': 'Kenneth Colby, 81, Psychiatrist Expert in Artificial Intelligence', 'name': None, 'seo': None, 'sub': None}",neutral,0.5022312
2001-05-28 05:00:00+00:00,"Arts Online column describes browsing through Web sites for two dozen current and soon-to-open films; finds them generally well made, and finds some of them genuinely involving; chart; photo (M) The Web site for ''A. I.,'' Steven Spielberg's forthcoming film about artificial intelligence, offers an on-screen greeting and invites a typed response on any subject. So, I asked the humanoid software lurking within, how good will the Web sites be for this year's summer movies? The chatbot, as these computerized conversationalists are known, replied, ''As good as most, better than some.'' Arts Online column describes browsing through Web sites for two dozen current and soon-to-open films; finds them generally well made, and finds some of them genuinely involving; chart; photo (M) {'main': 'The Movie Business Seeks Its Fortune on the Web', 'kicker': 'ARTS ONLINE', 'content_kicker': None, 'print_headline': 'ARTS ONLINE; The Movie Business Seeks Its Fortune on the Web', 'name': None, 'seo': None, 'sub': None}",positive,0.621414
2001-06-10 05:00:00+00:00,"Lisa Zeidner reviews book Thinks... by David Lodge; drawing (M) THINKS . . . Lisa Zeidner reviews book Thinks... by David Lodge; drawing (M) {'main': 'Very Artificial Intelligence', 'kicker': None, 'content_kicker': None, 'print_headline': 'Very Artificial Intelligence', 'name': None, 'seo': None, 'sub': None}",neutral,0.6842559
2001-06-24 05:00:00+00:00,"Interview with Steven Spielberg on eve of opening of his new movie, AI Artificial Intelligence, project initiated by his hero, Stanley Kubrick, in mid-80's, that two directors briefly worked on together in early 90's and that Spielberg inherited when Kubrick died in 1999; photos (L) FOR more than a quarter-century, Steven Spielberg has been at the pinnacle of American filmmaking, the most famous, influential and consistently successful director in Hollywood. Beginning as a shaggy-haired wunderkind in the early 1970's, with a cadre of similar film school dreamers, he revolutionized movie-making and revitalized the classic Hollywood genres. He grew into a director who alternated between exploiting the visceral pleasures of pure, hyper-charged cinema in films like ''Jurassic Park'' and the ''Indiana Jones'' series and one who exploded the boundaries of the mainstream with bolder fare like ''Schindler's List'' and ''Saving Private Ryan.'' Interview with Steven Spielberg on eve of opening of his new movie, AI Artificial Intelligence, project initiated by his hero, Stanley Kubrick, in mid-80's, that two directors briefly worked on together in early 90's and that Spielberg inherited w... {'main': ""A Director's Journey Into A Darkness Of the Heart"", 'kicker': 'FILM', 'content_kicker': None, 'print_headline': ""FILM; A Director's Journey Into A Darkness Of the Heart"", 'name': None, 'seo': None, 'sub': None}",neutral,0.5024879
2001-06-25 05:00:00+00:00,"Steven Spielberg's new movie, AI--Artificial Intelligence, will open in early July; measure of success might be whether AI can achieve status of Spielberg's 1982 movie, ET--The Extra-Terrestrial, which was that year's top-grossing film; photo; chart (S) A Spielberg film. A sci-fi premise. A two-letter title. An exploration of the capacity of a young boy to express universal love for beings unlike himself. Steven Spielberg's new movie, AI--Artificial Intelligence, will open in early July; measure of success might be whether AI can achieve status of Spielberg's 1982 movie, ET--The Extra-Terrestrial, which was that year's top-grossing film; photo; cha... {'main': 'Can Mr. Spielberg Phone Home Again?', 'kicker': 'MOST WANTED: DRILLING DOWN/SUMMER MOVIES', 'content_kicker': None, 'print_headline': 'MOST WANTED: DRILLING DOWN/SUMMER MOVIES; Can Mr. Spielberg Phone Home Again?', 'name': None, 'seo': None, 'sub': None}",neutral,0.5865819
2001-06-30 05:00:00+00:00,"Artificial intelligence is seeping into daily life; Thinmail, founded by Brandeis University researcher Jordan B Pollack, is one of countless businesses that use machine intelligence, whether to guide missiles, detect credit card fraud, diagnose medical problems, or make toys more entertaining; photos (M) For those wondering when artificial intelligence will truly take root, here's a bulletin: it already has. Artificial intelligence is seeping into daily life; Thinmail, founded by Brandeis University researcher Jordan B Pollack, is one of countless businesses that use machine intelligence, whether to guide missiles, detect credit card fraud, diagnose m... {'main': ""Artificial Intelligence For the New Millennium; A Revolution More Bland Than Kubrick's '2001'"", 'kicker': None, 'content_kicker': None, 'print_headline': ""Artificial Intelligence For the New Millennium; A Revolution More Bland Than Kubrick's '2001'"", 'name': None, 'seo': None, 'sub': None}",neutral,0.5944723
2001-07-05 05:00:00+00:00,"Mel Gussow interviews David Lodge, British writer whose 11th novel, Thinks...., combines science and art, raising questions about human consciousness and artificial intelligence; photo (M) David Lodge regards his fiction as ''a kind of DNA of the imagination.'' As he said in a recent interview, ''There must be a signature in everything you do, a family resemblance.'' He was in his London pied-à-terre, having come from his home in Birmingham, England. ''The same preoccupations come up in whatever form you use, but I do like to vary the form,'' he added. For him, each novel has to have a new playing field and angle of vision. Mel Gussow interviews David Lodge, British writer whose 11th novel, Thinks...., combines science and art, raising questions about human consciousness and artificial intelligence; photo (M) {'main': 'Writing of Intelligence: Academic, Artificial and Amorous', 'kicker': None, 'content_kicker': None, 'print_headline': 'Writing of Intelligence: Academic, Artificial and Amorous', 'name': None, 'seo': None, 'sub': None}",neutral,0.7655038
2001-07-08 05:00:00+00:00,"Matt Richtel article on technology of today that could easily be improved with a little artificial intelligence, like in-car navigation device that makes career decisions and e-mail feature that would prevent writing of pointless and tactless messages (M) STEVEN SPIELBERG'S latest movie, ''A.I.,'' depicts the futuristic concept of a robot boy with artificial intelligence. The reality of a truly emotive robot seems a long way off (possibly even longer than the movie itself). In the interim, we should focus on some things that are less daunting -- and more easily attainable -- that capitalize on existing technology: Matt Richtel article on technology of today that could easily be improved with a little artificial intelligence, like in-car navigation device that makes career decisions and e-mail feature that would prevent writing of pointless and tactless mess... {'main': ""Here's to a Really Useful Machine"", 'kicker': 'BACKSLASH', 'content_kicker': None, 'print_headline': ""BACKSLASH; Here's to a Really Useful Machine"", 'name': None, 'seo': None, 'sub': None}",neutral,0.4944843
2001-07-29 05:00:00+00:00,"Dave Kehr comments on John Singleton movie Baby Boy and Steven Spielberg's science-fiction fairy tale A.I. Artificial Intelligence; photo (M) CHANCE can sometimes be a provocative critic. A few weeks ago, two strangely similar movies opened within a couple days of each other: John Singleton's urban drama ''Baby Boy,'' on June 27, and Steven Spielberg's science-fiction fairy tale ''A.I Artificial Intelligence,'' on June 29. Dave Kehr comments on John Singleton movie Baby Boy and Steven Spielberg's science-fiction fairy tale A.I. Artificial Intelligence; photo (M) {'main': 'Mother Love, Too Little Or Too Much', 'kicker': 'FILM', 'content_kicker': None, 'print_headline': 'FILM; Mother Love, Too Little Or Too Much', 'name': None, 'seo': None, 'sub': None}",neutral,0.7076063
2001-07-30 05:00:00+00:00,"AS quietly as a robot drifting into sleep mode, the science fiction fantasy ''A.I.: Artificial Intelligence'' recently slipped from the box office top 10, a mere four weeks after its debut.    The movie's writer and director, Steven Spielberg, and its distributor, Warner Brothers, had probably counted on a better outcome, given Mr. Spielberg's record with such past science fiction hits as ''Close Encounters of the Third Kind'' and, especially, ''E.T.: The Extraterrestrial.'' But the disappointing ticket sales for ''A.I.'' may say something significant about the public's current attitude toward technology.    AS quietly as a robot drifting into sleep mode, the science fiction fantasy ''A.I.: Artificial Intelligence'' recently slipped from the box office top 10, a mere four weeks after its debut.  {'main': 'New Economy; Why a movie by Spielberg failed to excite a public that was tried of technology.', 'kicker': None, 'content_kicker': None, 'print_headline': 'New Economy; Why a movie by Spielberg failed to excite a public that was tried of technology.', 'name': None, 'seo': None, 'sub': None}",negative,0.4723143
2001-08-02 05:00:00+00:00,"RoboCup, fifth annual international soccer competition for robots, is being held in Seattle; games currently are played with golf ball on table; goal is to create team of fully autonomous robots by 2050 that can defeat top human team, while advancing research in robots and artificial intelligence; photos (M) AN eight-day international soccer tournament that begins this week features all the trappings of your typical game: goals, blocked shots, even penalty cards. But you won't see any headers, and the matches certainly won't end with the winners ripping off their jerseys. After all, the players are robots, the field is a Ping-Pong table and the soccer ball is actually a golf ball. RoboCup, fifth annual international soccer competition for robots, is being held in Seattle; games currently are played with golf ball on table; goal is to create team of fully autonomous robots by 2050 that can defeat top human team, while advanc... {'main': 'Robot Competitors Meet on a Soccer Field of Dreams', 'kicker': None, 'content_kicker': None, 'print_headline': 'Robot Competitors Meet on a Soccer Field of Dreams', 'name': None, 'seo': None, 'sub': None}",neutral,0.5963741
2001-08-05 05:00:00+00:00,"Article describes differences between plain bad movies, like Plan 9 From Outer Space, They Saved Hitler's Brain and Terror of Tiny Town, and truly bad, pompous, pretentious or preachy ones like AI Artificial Intelligence, Pay It Forward and Grand Canyon; drawing; photo (M) IN 1980, the Beacon Theater in Manhattan held ''The Worst Film Festival,'' a Cannes of worms that showcased such lambasted turkeys as ''Plan 9 From Outer Space,'' ''They Saved Hitler's Brain'' and the all-midget musical western ''The Terror of Tiny Town.'' Attendance was robust, but then organizers must have known: no one would watch a marathon of truly bad films, because truly bad films are unwatch able. Article describes differences between plain bad movies, like Plan 9 From Outer Space, They Saved Hitler's Brain and Terror of Tiny Town, and truly bad, pompous, pretentious or preachy ones like AI Artificial Intelligence, Pay It Forward and Grand ... {'main': 'How to Tell a Bad Movie From a Truly Bad Movie', 'kicker': None, 'content_kicker': None, 'print_headline': 'How to Tell a Bad Movie From a Truly Bad Movie', 'name': None, 'seo': None, 'sub': None}",negative,0.6912664
2001-08-10 05:00:00+00:00,"Home Video column notes release of Gregory La Cava 1936 comedy My Man Godfrey; photo (M) With all the dinosaurs, apes, robots, digital actors and artificial intelligence on screen, it's often hard to connect with anybody real. Not so during the Depression, when drama and the better screwball and romantic comedies had people to grab hold of. Home Video column notes release of Gregory La Cava 1936 comedy My Man Godfrey; photo (M) {'main': 'When It Helped To Be a Bit Nuts', 'kicker': 'HOME VIDEO', 'content_kicker': None, 'print_headline': 'HOME VIDEO; When It Helped To Be a Bit Nuts', 'name': None, 'seo': None, 'sub': None}",negative,0.5282959
2001-08-10 05:00:00+00:00,"When It Helped To Be a Bit Nut  With all the dinosaurs, apes, robots, digital actors and artificial intelligence on screen, it's often hard to connect with anybody real. Not so during the Depression, when drama and the better screwball and romantic comedies had people to grab hold of.  When It Helped To Be a Bit Nut {'main': 'When It Helped to Be a Bit Nuts', 'kicker': 'Home Video', 'content_kicker': None, 'print_headline': 'When It Helped to Be a Bit Nuts', 'name': None, 'seo': None, 'sub': None}",negative,0.5339921
2001-12-09 05:00:00+00:00,"Complex computer game created by Jordan Weisman of Microsoft Games as promotion for film AI: Artificial Intelligence described; thousands of curious Web players have created site to try to crack game's increasingly arcane riddles (The Year in Ideas) (S) Last spring, an unusual game appeared on the Web -- though ''game'' isn't quite the right word. It was more like an original and expansive fictional world, mapped out on more than 1,000 interwoven Web pages. The untitled, unannounced creation was intended as a promotion for Steven Spielberg's film ''A.I.: Artificial Intelligence,'' and though its success as a promotional tool is debatable -- its very existence was a secret, even from many who were working on it -- as an interactive game, it broke new ground. Complex computer game created by Jordan Weisman of Microsoft Games as promotion for film AI: Artificial Intelligence described; thousands of curious Web players have created site to try to crack game's increasingly arcane riddles (The Year in Idea... {'main': 'The Game That Plays You', 'kicker': 'THE YEAR IN IDEAS: A TO Z.', 'content_kicker': None, 'print_headline': 'THE YEAR IN IDEAS: A TO Z.; The Game That Plays You', 'name': None, 'seo': None, 'sub': None}",neutral,0.6189016
2002-02-10 05:00:00+00:00,"Unlike Mark Many of today's most popular toys are infused with circuits, infrared sensors and quasi-artificial intelligence, but how about a toy that can entertain simply by not disappearing? Unlike Mark {'main': ""Unlike Market Bubbles, This Variety Doesn't Pop"", 'kicker': 'BUSINESS: DIARY', 'content_kicker': None, 'print_headline': ""BUSINESS: DIARY; Unlike Market Bubbles, This Variety Doesn't Pop"", 'name': None, 'seo': None, 'sub': None}",neutral,0.58630294
2002-02-10 05:00:00+00:00,"DIARY Unlike Market Bubbles, This Variety Doesn't Pop.  Many of today's most popular toys are infused with circuits, infrared sensors and quasi-artificial intelligence, but how about a toy that can entertain simply by not disappearing?  DIARY Unlike Market Bubbles, This Variety Doesn't Pop. {'main': ""Unlike Market Bubbles, This Variety Doesn't Pop"", 'kicker': 'Business Diary', 'content_kicker': None, 'print_headline': ""Unlike Market Bubbles, This Variety Doesn't Pop"", 'name': None, 'seo': None, 'sub': None}",neutral,0.5540223
2002-02-11 05:00:00+00:00,"Handspring utilizes unusual software program from TuVox to address customer service needs; program uses artificial intelligence and speech recognition to talk Handspring's callers through repairing errors, crashes and other troubles that afflict hand-held personal digital assistants; photo (M) Long after technical-support agents for Handspring have gone home for the night, customers can get help fixing their hand-held computers from an unlikely voice on the other end of the phone line: that of another computer. Handspring utilizes unusual software program from TuVox to address customer service needs; program uses artificial intelligence and speech recognition to talk Handspring's callers through repairing errors, crashes and other troubles that afflict h... {'main': 'Need to Fix a Computer? Ask Another Computer', 'kicker': 'TECHNOLOGY', 'content_kicker': None, 'print_headline': 'TECHNOLOGY; Need to Fix a Computer? Ask Another Computer', 'name': None, 'seo': None, 'sub': None}",neutral,0.5908418
2002-03-31 05:00:00+00:00,"Dr. Amy Rachel Greenwald and Dr. Justin Andrew Boyan, computer scientists, were married on Friday afternoon at the Brooklyn Botanic Garden. Dr. A. Stephen Boyan Jr., who is the bridegroom's father and a leader of the Baltimore Ethical Society, led a ceremony that incorporated elements of Judaism and humanistic philosophy.    Dr. Greenwald, 32, is keeping her name. She is an assistant professor in the computer science department at Brown University in Providence, R.I., teaching artificial intelligence and Internet economics. She graduated summa cum laude from the University of Pennsylvania, where she received a bachelor's degree in computer science and one in economics. She also has two master's degrees, one in computation from Oxford and another in computer science from Cornell. She received her doctorate in computer science from New York University.    Dr. Amy Rachel Greenwald and Dr. Justin Andrew Boyan, computer scientists, were married on Friday afternoon at the Brooklyn Botanic Garden. Dr. A. Stephen Boyan Jr., who is the bridegroom's father and a leader of the Baltimore Ethical Society, led a ceremony that incorporated elements of Judaism and humanistic philosophy.  {'main': 'Amy Greenwald, Justin Boyan', 'kicker': 'WEDDINGS', 'content_kicker': None, 'print_headline': 'WEDDINGS; Amy Greenwald, Justin Boyan', 'name': None, 'seo': None, 'sub': None}",neutral,0.8440589
